scenario,variable,measure,unit,key,tenor,sector,year,value
adverse,swap_rate,level,pct,HKD,7Y,,2025,4.540678020
adverse,swap_rate,level,pct,HKD,7Y,,2026,3.548246509
adverse,swap_rate,level,pct,HKD,7Y,,2027,3.416209739
baseline,swap_rate,level,pct,HKD,7Y,,2025,3.044411534
baseline,swap_rate,level,pct,HKD,7Y,,2026,2.138161534
baseline,swap_rate,level,pct,HKD,7Y,,2027,2.086078201
starting_point,swap_rate,level,pct,HKD,7Y,,2024,3.503168182
starting_point_average,swap_rate,level,pct,HKD,7Y,,2024,3.568866412
adverse,swap_rate,level,pct,HUF,10Y,,2025,7.758600000
adverse,swap_rate,level,pct,HUF,10Y,,2026,7.617491576
adverse,swap_rate,level,pct,HUF,10Y,,2027,7.580560983
baseline,swap_rate,level,pct,HUF,10Y,,2025,6.690000000
baseline,swap_rate,level,pct,HUF,10Y,,2026,6.740000000
baseline,swap_rate,level,pct,HUF,10Y,,2027,6.860000000
starting_point,swap_rate,level,pct,HUF,10Y,,2024,6.623390909
starting_point_average,swap_rate,level,pct,HUF,10Y,,2024,6.311001149
adverse,swap_rate,level,pct,HUF,1M,,2025,8.129063891
adverse,swap_rate,level,pct,HUF,1M,,2026,8.105553566
adverse,swap_rate,level,pct,HUF,1M,,2027,7.902746227
baseline,swap_rate,level,pct,HUF,1M,,2025,6.543790323
baseline,swap_rate,level,pct,HUF,1M,,2026,6.803790323
baseline,swap_rate,level,pct,HUF,1M,,2027,6.833790323
starting_point,swap_rate,level,pct,HUF,1M,,2024,6.500000000
starting_point_average,swap_rate,level,pct,HUF,1M,,2024,7.582056452
adverse,swap_rate,level,pct,HUF,1Y,,2025,7.847837140
adverse,swap_rate,level,pct,HUF,1Y,,2026,7.815280807
adverse,swap_rate,level,pct,HUF,1Y,,2027,7.625233219
baseline,swap_rate,level,pct,HUF,1Y,,2025,6.302307692
baseline,swap_rate,level,pct,HUF,1Y,,2026,6.546153846
baseline,swap_rate,level,pct,HUF,1Y,,2027,6.583076923
starting_point,swap_rate,level,pct,HUF,1Y,,2024,6.390000000
starting_point_average,swap_rate,level,pct,HUF,1Y,,2024,6.891572581
adverse,swap_rate,level,pct,HUF,20Y,,2025,7.978871751
adverse,swap_rate,level,pct,HUF,20Y,,2026,7.837763327
adverse,swap_rate,level,pct,HUF,20Y,,2027,7.800832734
baseline,swap_rate,level,pct,HUF,20Y,,2025,6.910271751
baseline,swap_rate,level,pct,HUF,20Y,,2026,6.960271751
baseline,swap_rate,level,pct,HUF,20Y,,2027,7.080271751
starting_point,swap_rate,level,pct,HUF,20Y,,2024,7.091727273
starting_point_average,swap_rate,level,pct,HUF,20Y,,2024,6.531272901
adverse,swap_rate,level,pct,HUF,2Y,,2025,7.837921902
adverse,swap_rate,level,pct,HUF,2Y,,2026,7.793304226
adverse,swap_rate,level,pct,HUF,2Y,,2027,7.620269637
baseline,swap_rate,level,pct,HUF,2Y,,2025,6.345384615
baseline,swap_rate,level,pct,HUF,2Y,,2026,6.567692308
baseline,swap_rate,level,pct,HUF,2Y,,2027,6.613846154
starting_point,swap_rate,level,pct,HUF,2Y,,2024,6.379504545
starting_point_average,swap_rate,level,pct,HUF,2Y,,2024,6.230397328
adverse,swap_rate,level,pct,HUF,30Y,,2025,7.978871751
adverse,swap_rate,level,pct,HUF,30Y,,2026,7.837763327
adverse,swap_rate,level,pct,HUF,30Y,,2027,7.800832734
baseline,swap_rate,level,pct,HUF,30Y,,2025,6.910271751
baseline,swap_rate,level,pct,HUF,30Y,,2026,6.960271751
baseline,swap_rate,level,pct,HUF,30Y,,2027,7.080271751
starting_point,swap_rate,level,pct,HUF,30Y,,2024,7.091727273
starting_point_average,swap_rate,level,pct,HUF,30Y,,2024,6.531272901
adverse,swap_rate,level,pct,HUF,3M,,2025,7.855273568
adverse,swap_rate,level,pct,HUF,3M,,2026,7.831763243
adverse,swap_rate,level,pct,HUF,3M,,2027,7.628955905
baseline,swap_rate,level,pct,HUF,3M,,2025,6.270000000
baseline,swap_rate,level,pct,HUF,3M,,2026,6.530000000
baseline,swap_rate,level,pct,HUF,3M,,2027,6.560000000
starting_point,swap_rate,level,pct,HUF,3M,,2024,6.500000000
starting_point_average,swap_rate,level,pct,HUF,3M,,2024,7.308266129
adverse,swap_rate,level,pct,HUF,3Y,,2025,7.828006664
adverse,swap_rate,level,pct,HUF,3Y,,2026,7.771327645
adverse,swap_rate,level,pct,HUF,3Y,,2027,7.615306055
baseline,swap_rate,level,pct,HUF,3Y,,2025,6.388461538
baseline,swap_rate,level,pct,HUF,3Y,,2026,6.589230769
baseline,swap_rate,level,pct,HUF,3Y,,2027,6.644615385
starting_point,swap_rate,level,pct,HUF,3Y,,2024,6.344681818
starting_point_average,swap_rate,level,pct,HUF,3Y,,2024,6.096834100
adverse,swap_rate,level,pct,HUF,5Y,,2025,7.808176189
adverse,swap_rate,level,pct,HUF,5Y,,2026,7.727374482
adverse,swap_rate,level,pct,HUF,5Y,,2027,7.605378891
baseline,swap_rate,level,pct,HUF,5Y,,2025,6.474615385
baseline,swap_rate,level,pct,HUF,5Y,,2026,6.632307692
baseline,swap_rate,level,pct,HUF,5Y,,2027,6.706153846
starting_point,swap_rate,level,pct,HUF,5Y,,2024,6.397245455
starting_point_average,swap_rate,level,pct,HUF,5Y,,2024,6.077898851
adverse,swap_rate,level,pct,HUF,7Y,,2025,7.788345713
adverse,swap_rate,level,pct,HUF,7Y,,2026,7.683421320
adverse,swap_rate,level,pct,HUF,7Y,,2027,7.595451728
baseline,swap_rate,level,pct,HUF,7Y,,2025,6.560769231
baseline,swap_rate,level,pct,HUF,7Y,,2026,6.675384615
baseline,swap_rate,level,pct,HUF,7Y,,2027,6.767692308
starting_point,swap_rate,level,pct,HUF,7Y,,2024,6.493272727
starting_point_average,swap_rate,level,pct,HUF,7Y,,2024,6.158687739
adverse,swap_rate,level,pct,INR,10Y,,2025,7.596521365
adverse,swap_rate,level,pct,INR,10Y,,2026,7.503229000
adverse,swap_rate,level,pct,INR,10Y,,2027,7.416678589
baseline,swap_rate,level,pct,INR,10Y,,2025,6.305580460
baseline,swap_rate,level,pct,INR,10Y,,2026,6.305580460
baseline,swap_rate,level,pct,INR,10Y,,2027,6.305580460
starting_point,swap_rate,level,pct,INR,10Y,,2024,6.134045455
starting_point_average,swap_rate,level,pct,INR,10Y,,2024,6.305580460
adverse,swap_rate,level,pct,INR,1M,,2025,8.185047374
adverse,swap_rate,level,pct,INR,1M,,2026,8.075878841
adverse,swap_rate,level,pct,INR,1M,,2027,7.974599586
baseline,swap_rate,level,pct,INR,1M,,2025,6.674418677
baseline,swap_rate,level,pct,INR,1M,,2026,6.674418677
baseline,swap_rate,level,pct,INR,1M,,2027,6.674418677
starting_point,swap_rate,level,pct,INR,1M,,2024,6.671022727
starting_point_average,swap_rate,level,pct,INR,1M,,2024,6.674418677
adverse,swap_rate,level,pct,INR,1Y,,2025,8.143251210
adverse,swap_rate,level,pct,INR,1Y,,2026,8.035303921
adverse,swap_rate,level,pct,INR,1Y,,2027,7.935157653
baseline,swap_rate,level,pct,INR,1Y,,2025,6.636527969
baseline,swap_rate,level,pct,INR,1Y,,2026,6.636527969
baseline,swap_rate,level,pct,INR,1Y,,2027,6.636527969
starting_point,swap_rate,level,pct,INR,1Y,,2024,6.445227273
starting_point_average,swap_rate,level,pct,INR,1Y,,2024,6.636527969
adverse,swap_rate,level,pct,INR,20Y,,2025,7.596521365
adverse,swap_rate,level,pct,INR,20Y,,2026,7.503229000
adverse,swap_rate,level,pct,INR,20Y,,2027,7.416678589
baseline,swap_rate,level,pct,INR,20Y,,2025,6.305580460
baseline,swap_rate,level,pct,INR,20Y,,2026,6.305580460
baseline,swap_rate,level,pct,INR,20Y,,2027,6.305580460
starting_point,swap_rate,level,pct,INR,20Y,,2024,6.134045455
starting_point_average,swap_rate,level,pct,INR,20Y,,2024,6.305580460
adverse,swap_rate,level,pct,INR,2Y,,2025,8.082503449
adverse,swap_rate,level,pct,INR,2Y,,2026,7.976184485
adverse,swap_rate,level,pct,INR,2Y,,2027,7.877548868
baseline,swap_rate,level,pct,INR,2Y,,2025,6.346183969
baseline,swap_rate,level,pct,INR,2Y,,2026,6.346183969
baseline,swap_rate,level,pct,INR,2Y,,2027,6.346183969
starting_point,swap_rate,level,pct,INR,2Y,,2024,6.160600000
starting_point_average,swap_rate,level,pct,INR,2Y,,2024,6.346183969
adverse,swap_rate,level,pct,INR,30Y,,2025,7.596521365
adverse,swap_rate,level,pct,INR,30Y,,2026,7.503229000
adverse,swap_rate,level,pct,INR,30Y,,2027,7.416678589
baseline,swap_rate,level,pct,INR,30Y,,2025,6.305580460
baseline,swap_rate,level,pct,INR,30Y,,2026,6.305580460
baseline,swap_rate,level,pct,INR,30Y,,2027,6.305580460
starting_point,swap_rate,level,pct,INR,30Y,,2024,6.134045455
starting_point_average,swap_rate,level,pct,INR,30Y,,2024,6.305580460
adverse,swap_rate,level,pct,INR,3M,,2025,8.188812030
adverse,swap_rate,level,pct,INR,3M,,2026,8.079643497
adverse,swap_rate,level,pct,INR,3M,,2027,7.978364242
baseline,swap_rate,level,pct,INR,3M,,2025,6.678183333
baseline,swap_rate,level,pct,INR,3M,,2026,6.678183333
baseline,swap_rate,level,pct,INR,3M,,2027,6.678183333
starting_point,swap_rate,level,pct,INR,3M,,2024,6.607159091
starting_point_average,swap_rate,level,pct,INR,3M,,2024,6.678183333
adverse,swap_rate,level,pct,INR,3Y,,2025,8.021755689
adverse,swap_rate,level,pct,INR,3Y,,2026,7.917065049
adverse,swap_rate,level,pct,INR,3Y,,2027,7.819940083
baseline,swap_rate,level,pct,INR,3Y,,2025,6.287238314
baseline,swap_rate,level,pct,INR,3Y,,2026,6.287238314
baseline,swap_rate,level,pct,INR,3Y,,2027,6.287238314
starting_point,swap_rate,level,pct,INR,3Y,,2024,6.117454545
starting_point_average,swap_rate,level,pct,INR,3Y,,2024,6.287238314
adverse,swap_rate,level,pct,INR,5Y,,2025,7.900260168
adverse,swap_rate,level,pct,INR,5Y,,2026,7.798826178
adverse,swap_rate,level,pct,INR,5Y,,2027,7.704722514
baseline,swap_rate,level,pct,INR,5Y,,2025,6.262324427
baseline,swap_rate,level,pct,INR,5Y,,2026,6.262324427
baseline,swap_rate,level,pct,INR,5Y,,2027,6.262324427
starting_point,swap_rate,level,pct,INR,5Y,,2024,6.107409091
starting_point_average,swap_rate,level,pct,INR,5Y,,2024,6.262324427
adverse,swap_rate,level,pct,INR,7Y,,2025,7.778764647
adverse,swap_rate,level,pct,INR,7Y,,2026,7.680587307
adverse,swap_rate,level,pct,INR,7Y,,2027,7.589504944
baseline,swap_rate,level,pct,INR,7Y,,2025,6.289975573
baseline,swap_rate,level,pct,INR,7Y,,2026,6.289975573
baseline,swap_rate,level,pct,INR,7Y,,2027,6.289975573
starting_point,swap_rate,level,pct,INR,7Y,,2024,6.123636364
starting_point_average,swap_rate,level,pct,INR,7Y,,2024,6.289975573
adverse,swap_rate,level,pct,JPY,10Y,,2025,1.595885049
adverse,swap_rate,level,pct,JPY,10Y,,2026,1.752939605
adverse,swap_rate,level,pct,JPY,10Y,,2027,1.781660322
baseline,swap_rate,level,pct,JPY,10Y,,2025,1.463820720
baseline,swap_rate,level,pct,JPY,10Y,,2026,1.630419163
baseline,swap_rate,level,pct,JPY,10Y,,2027,1.667994059
starting_point,swap_rate,level,pct,JPY,10Y,,2024,1.037465909
starting_point_average,swap_rate,level,pct,JPY,10Y,,2024,0.945036794
adverse,swap_rate,level,pct,JPY,1M,,2025,0.854145282
adverse,swap_rate,level,pct,JPY,1M,,2026,1.006100874
adverse,swap_rate,level,pct,JPY,1M,,2027,1.030091114
baseline,swap_rate,level,pct,JPY,1M,,2025,0.651523615
baseline,swap_rate,level,pct,JPY,1M,,2026,0.818122058
baseline,swap_rate,level,pct,JPY,1M,,2027,0.855696954
starting_point,swap_rate,level,pct,JPY,1M,,2024,0.261462273
starting_point_average,swap_rate,level,pct,JPY,1M,,2024,0.132739689
adverse,swap_rate,level,pct,JPY,1Y,,2025,0.937892085
adverse,swap_rate,level,pct,JPY,1Y,,2026,1.090239906
adverse,swap_rate,level,pct,JPY,1Y,,2027,1.114594028
baseline,swap_rate,level,pct,JPY,1Y,,2025,0.807975987
baseline,swap_rate,level,pct,JPY,1Y,,2026,0.974574430
baseline,swap_rate,level,pct,JPY,1Y,,2027,1.012149326
starting_point,swap_rate,level,pct,JPY,1Y,,2024,0.516318182
starting_point_average,swap_rate,level,pct,JPY,1Y,,2024,0.289192061
adverse,swap_rate,level,pct,JPY,20Y,,2025,2.112680030
adverse,swap_rate,level,pct,JPY,20Y,,2026,2.269734586
adverse,swap_rate,level,pct,JPY,20Y,,2027,2.298455303
baseline,swap_rate,level,pct,JPY,20Y,,2025,1.980615701
baseline,swap_rate,level,pct,JPY,20Y,,2026,2.147214144
baseline,swap_rate,level,pct,JPY,20Y,,2027,2.184789040
starting_point,swap_rate,level,pct,JPY,20Y,,2024,1.585342727
starting_point_average,swap_rate,level,pct,JPY,20Y,,2024,1.461831775
adverse,swap_rate,level,pct,JPY,2Y,,2025,1.011002414
adverse,swap_rate,level,pct,JPY,2Y,,2026,1.163873206
adverse,swap_rate,level,pct,JPY,2Y,,2027,1.188712505
baseline,swap_rate,level,pct,JPY,2Y,,2025,0.925456541
baseline,swap_rate,level,pct,JPY,2Y,,2026,1.092054984
baseline,swap_rate,level,pct,JPY,2Y,,2027,1.129629880
starting_point,swap_rate,level,pct,JPY,2Y,,2024,0.634284091
starting_point_average,swap_rate,level,pct,JPY,2Y,,2024,0.406672615
adverse,swap_rate,level,pct,JPY,30Y,,2025,2.293427072
adverse,swap_rate,level,pct,JPY,30Y,,2026,2.450481628
adverse,swap_rate,level,pct,JPY,30Y,,2027,2.479202345
baseline,swap_rate,level,pct,JPY,30Y,,2025,2.161362743
baseline,swap_rate,level,pct,JPY,30Y,,2026,2.327961186
baseline,swap_rate,level,pct,JPY,30Y,,2027,2.365536082
starting_point,swap_rate,level,pct,JPY,30Y,,2024,1.817556818
starting_point_average,swap_rate,level,pct,JPY,30Y,,2024,1.642578817
adverse,swap_rate,level,pct,JPY,3M,,2025,0.883059338
adverse,swap_rate,level,pct,JPY,3M,,2026,1.035014931
adverse,swap_rate,level,pct,JPY,3M,,2027,1.059005171
baseline,swap_rate,level,pct,JPY,3M,,2025,0.680437672
baseline,swap_rate,level,pct,JPY,3M,,2026,0.847036115
baseline,swap_rate,level,pct,JPY,3M,,2027,0.884611011
starting_point,swap_rate,level,pct,JPY,3M,,2024,0.333871364
starting_point_average,swap_rate,level,pct,JPY,3M,,2024,0.161653745
adverse,swap_rate,level,pct,JPY,3Y,,2025,1.084112744
adverse,swap_rate,level,pct,JPY,3Y,,2026,1.237506506
adverse,swap_rate,level,pct,JPY,3Y,,2027,1.262830983
baseline,swap_rate,level,pct,JPY,3Y,,2025,1.006465110
baseline,swap_rate,level,pct,JPY,3Y,,2026,1.173063553
baseline,swap_rate,level,pct,JPY,3Y,,2027,1.210638449
starting_point,swap_rate,level,pct,JPY,3Y,,2024,0.701931818
starting_point_average,swap_rate,level,pct,JPY,3Y,,2024,0.487681183
adverse,swap_rate,level,pct,JPY,5Y,,2025,1.230333402
adverse,swap_rate,level,pct,JPY,5Y,,2026,1.384773105
adverse,swap_rate,level,pct,JPY,5Y,,2027,1.411067937
baseline,swap_rate,level,pct,JPY,5Y,,2025,1.131262972
baseline,swap_rate,level,pct,JPY,5Y,,2026,1.297861415
baseline,swap_rate,level,pct,JPY,5Y,,2027,1.335436311
starting_point,swap_rate,level,pct,JPY,5Y,,2024,0.783670455
starting_point_average,swap_rate,level,pct,JPY,5Y,,2024,0.612479046
adverse,swap_rate,level,pct,JPY,7Y,,2025,1.376554061
adverse,swap_rate,level,pct,JPY,7Y,,2026,1.532039705
adverse,swap_rate,level,pct,JPY,7Y,,2027,1.559304891
baseline,swap_rate,level,pct,JPY,7Y,,2025,1.263421980
baseline,swap_rate,level,pct,JPY,7Y,,2026,1.430020423
baseline,swap_rate,level,pct,JPY,7Y,,2027,1.467595319
starting_point,swap_rate,level,pct,JPY,7Y,,2024,0.875931818
starting_point_average,swap_rate,level,pct,JPY,7Y,,2024,0.744638053
adverse,swap_rate,level,pct,MXN,10Y,,2025,8.732002373
adverse,swap_rate,level,pct,MXN,10Y,,2026,6.466385169
adverse,swap_rate,level,pct,MXN,10Y,,2027,5.802421599
baseline,swap_rate,level,pct,MXN,10Y,,2025,7.218624543
baseline,swap_rate,level,pct,MXN,10Y,,2026,5.062374543
baseline,swap_rate,level,pct,MXN,10Y,,2027,4.499874543
starting_point,swap_rate,level,pct,MXN,10Y,,2024,9.260454545
starting_point_average,swap_rate,level,pct,MXN,10Y,,2024,9.063244275
adverse,swap_rate,level,pct,MXN,1M,,2025,10.994047766
adverse,swap_rate,level,pct,MXN,1M,,2026,8.711700645
adverse,swap_rate,level,pct,MXN,1M,,2027,8.032216179
baseline,swap_rate,level,pct,MXN,1M,,2025,9.249168316
baseline,swap_rate,level,pct,MXN,1M,,2026,7.092918316
baseline,swap_rate,level,pct,MXN,1M,,2027,6.530418316
starting_point,swap_rate,level,pct,MXN,1M,,2024,10.369220000
starting_point_average,swap_rate,level,pct,MXN,1M,,2024,11.093788048
adverse,swap_rate,level,pct,MXN,1Y,,2025,10.732735060
adverse,swap_rate,level,pct,MXN,1Y,,2026,8.451674856
adverse,swap_rate,level,pct,MXN,1Y,,2027,7.773384304
baseline,swap_rate,level,pct,MXN,1Y,,2025,8.592695211
baseline,swap_rate,level,pct,MXN,1Y,,2026,6.436445211
baseline,swap_rate,level,pct,MXN,1Y,,2027,5.873945211
starting_point,swap_rate,level,pct,MXN,1Y,,2024,9.563904545
starting_point_average,swap_rate,level,pct,MXN,1Y,,2024,10.437314943
adverse,swap_rate,level,pct,MXN,20Y,,2025,8.827726944
adverse,swap_rate,level,pct,MXN,20Y,,2026,6.562109740
adverse,swap_rate,level,pct,MXN,20Y,,2027,5.898146170
baseline,swap_rate,level,pct,MXN,20Y,,2025,7.314349114
baseline,swap_rate,level,pct,MXN,20Y,,2026,5.158099114
baseline,swap_rate,level,pct,MXN,20Y,,2027,4.595599114
starting_point,swap_rate,level,pct,MXN,20Y,,2024,9.433590909
starting_point_average,swap_rate,level,pct,MXN,20Y,,2024,9.158968846
adverse,swap_rate,level,pct,MXN,2Y,,2025,10.510431428
adverse,swap_rate,level,pct,MXN,2Y,,2026,8.231087113
adverse,swap_rate,level,pct,MXN,2Y,,2027,7.554388448
baseline,swap_rate,level,pct,MXN,2Y,,2025,7.947945785
baseline,swap_rate,level,pct,MXN,2Y,,2026,5.791695785
baseline,swap_rate,level,pct,MXN,2Y,,2027,5.229195785
starting_point,swap_rate,level,pct,MXN,2Y,,2024,9.243227273
starting_point_average,swap_rate,level,pct,MXN,2Y,,2024,9.792565517
adverse,swap_rate,level,pct,MXN,30Y,,2025,8.827726944
adverse,swap_rate,level,pct,MXN,30Y,,2026,6.562109740
adverse,swap_rate,level,pct,MXN,30Y,,2027,5.898146170
baseline,swap_rate,level,pct,MXN,30Y,,2025,7.314349114
baseline,swap_rate,level,pct,MXN,30Y,,2026,5.158099114
baseline,swap_rate,level,pct,MXN,30Y,,2027,4.595599114
starting_point,swap_rate,level,pct,MXN,30Y,,2024,9.433590909
starting_point_average,swap_rate,level,pct,MXN,30Y,,2024,9.158968846
adverse,swap_rate,level,pct,MXN,3M,,2025,10.899462784
adverse,swap_rate,level,pct,MXN,3M,,2026,8.617115663
adverse,swap_rate,level,pct,MXN,3M,,2027,7.937631197
baseline,swap_rate,level,pct,MXN,3M,,2025,9.154583333
baseline,swap_rate,level,pct,MXN,3M,,2026,6.998333333
baseline,swap_rate,level,pct,MXN,3M,,2027,6.435833333
starting_point,swap_rate,level,pct,MXN,3M,,2024,10.179136364
starting_point_average,swap_rate,level,pct,MXN,3M,,2024,10.999203065
adverse,swap_rate,level,pct,MXN,3Y,,2025,10.288127796
adverse,swap_rate,level,pct,MXN,3Y,,2026,8.010499370
adverse,swap_rate,level,pct,MXN,3Y,,2027,7.335392592
baseline,swap_rate,level,pct,MXN,3Y,,2025,7.553651261
baseline,swap_rate,level,pct,MXN,3Y,,2026,5.397401261
baseline,swap_rate,level,pct,MXN,3Y,,2027,4.834901261
starting_point,swap_rate,level,pct,MXN,3Y,,2024,9.158181818
starting_point_average,swap_rate,level,pct,MXN,3Y,,2024,9.398270992
adverse,swap_rate,level,pct,MXN,5Y,,2025,9.843520532
adverse,swap_rate,level,pct,MXN,5Y,,2026,7.569323884
adverse,swap_rate,level,pct,MXN,5Y,,2027,6.897400880
baseline,swap_rate,level,pct,MXN,5Y,,2025,7.273774543
baseline,swap_rate,level,pct,MXN,5Y,,2026,5.117524543
baseline,swap_rate,level,pct,MXN,5Y,,2027,4.555024543
starting_point,swap_rate,level,pct,MXN,5Y,,2024,9.147309091
starting_point_average,swap_rate,level,pct,MXN,5Y,,2024,9.118394275
adverse,swap_rate,level,pct,MXN,7Y,,2025,9.398913268
adverse,swap_rate,level,pct,MXN,7Y,,2026,7.128148398
adverse,swap_rate,level,pct,MXN,7Y,,2027,6.459409167
baseline,swap_rate,level,pct,MXN,7Y,,2025,7.190387520
baseline,swap_rate,level,pct,MXN,7Y,,2026,5.034137520
baseline,swap_rate,level,pct,MXN,7Y,,2027,4.471637520
starting_point,swap_rate,level,pct,MXN,7Y,,2024,9.128181818
starting_point_average,swap_rate,level,pct,MXN,7Y,,2024,9.035007252
adverse,swap_rate,level,pct,NOK,10Y,,2025,4.088753652
adverse,swap_rate,level,pct,NOK,10Y,,2026,3.678338607
adverse,swap_rate,level,pct,NOK,10Y,,2027,3.447289574
baseline,swap_rate,level,pct,NOK,10Y,,2025,3.252755420
baseline,swap_rate,level,pct,NOK,10Y,,2026,2.902755420
baseline,swap_rate,level,pct,NOK,10Y,,2027,2.727755420
starting_point,swap_rate,level,pct,NOK,10Y,,2024,3.795568182
starting_point_average,swap_rate,level,pct,NOK,10Y,,2024,3.712095420
adverse,swap_rate,level,pct,NOK,1M,,2025,5.113972268
adverse,swap_rate,level,pct,NOK,1M,,2026,4.249065304
adverse,swap_rate,level,pct,NOK,1M,,2027,3.788848969
baseline,swap_rate,level,pct,NOK,1M,,2025,4.215816733
baseline,swap_rate,level,pct,NOK,1M,,2026,3.415816733
baseline,swap_rate,level,pct,NOK,1M,,2027,3.015816733
starting_point,swap_rate,level,pct,NOK,1M,,2024,4.640526316
starting_point_average,swap_rate,level,pct,NOK,1M,,2024,4.632390438
adverse,swap_rate,level,pct,NOK,1Y,,2025,5.112816928
adverse,swap_rate,level,pct,NOK,1Y,,2026,4.282870882
adverse,swap_rate,level,pct,NOK,1Y,,2027,3.840282800
baseline,swap_rate,level,pct,NOK,1Y,,2025,4.219442725
baseline,swap_rate,level,pct,NOK,1Y,,2026,3.454058109
baseline,swap_rate,level,pct,NOK,1Y,,2027,3.071365802
starting_point,swap_rate,level,pct,NOK,1Y,,2024,4.484700000
starting_point_average,swap_rate,level,pct,NOK,1Y,,2024,4.663494208
adverse,swap_rate,level,pct,NOK,20Y,,2025,3.861542965
adverse,swap_rate,level,pct,NOK,20Y,,2026,3.451127920
adverse,swap_rate,level,pct,NOK,20Y,,2027,3.220078887
baseline,swap_rate,level,pct,NOK,20Y,,2025,3.025544733
baseline,swap_rate,level,pct,NOK,20Y,,2026,2.675544733
baseline,swap_rate,level,pct,NOK,20Y,,2027,2.500544733
starting_point,swap_rate,level,pct,NOK,20Y,,2024,3.625045455
starting_point_average,swap_rate,level,pct,NOK,20Y,,2024,3.484884733
adverse,swap_rate,level,pct,NOK,2Y,,2025,4.999032120
adverse,swap_rate,level,pct,NOK,2Y,,2026,4.215700629
adverse,swap_rate,level,pct,NOK,2Y,,2027,3.796616886
baseline,swap_rate,level,pct,NOK,2Y,,2025,4.112033024
baseline,swap_rate,level,pct,NOK,2Y,,2026,3.392802255
baseline,swap_rate,level,pct,NOK,2Y,,2027,3.033186870
starting_point,swap_rate,level,pct,NOK,2Y,,2024,4.137227273
starting_point_average,swap_rate,level,pct,NOK,2Y,,2024,4.235020992
adverse,swap_rate,level,pct,NOK,30Y,,2025,3.555487622
adverse,swap_rate,level,pct,NOK,30Y,,2026,3.145072577
adverse,swap_rate,level,pct,NOK,30Y,,2027,2.914023543
baseline,swap_rate,level,pct,NOK,30Y,,2025,2.719489389
baseline,swap_rate,level,pct,NOK,30Y,,2026,2.369489389
baseline,swap_rate,level,pct,NOK,30Y,,2027,2.194489389
starting_point,swap_rate,level,pct,NOK,30Y,,2024,3.360590909
starting_point_average,swap_rate,level,pct,NOK,30Y,,2024,3.178829389
adverse,swap_rate,level,pct,NOK,3M,,2025,5.198155535
adverse,swap_rate,level,pct,NOK,3M,,2026,4.333248571
