scenario,variable,measure,unit,key,tenor,sector,year,value
adverse,real_gdp,growth,pct,IE,,,2026,-3.655355154
adverse,real_gdp,growth,pct,IE,,,2027,0.397105567
baseline,real_gdp,growth,pct,IE,,,2025,4.044232254
baseline,real_gdp,growth,pct,IE,,,2026,4.479646780
baseline,real_gdp,growth,pct,IE,,,2027,3.668832851
historical,real_gdp,growth,pct,IE,,,2024,-1.323216779
adverse,real_gdp,growth,pct,IN,,,2025,-0.901902914
adverse,real_gdp,growth,pct,IN,,,2026,2.652784115
adverse,real_gdp,growth,pct,IN,,,2027,4.316956907
baseline,real_gdp,growth,pct,IN,,,2025,6.460613641
baseline,real_gdp,growth,pct,IN,,,2026,6.470235756
baseline,real_gdp,growth,pct,IN,,,2027,6.479702983
historical,real_gdp,growth,pct,IN,,,2024,7.020534894
adverse,real_gdp,growth,pct,IT,,,2025,-1.591743082
adverse,real_gdp,growth,pct,IT,,,2026,-4.384653772
adverse,real_gdp,growth,pct,IT,,,2027,-1.537163419
baseline,real_gdp,growth,pct,IT,,,2025,0.776861251
baseline,real_gdp,growth,pct,IT,,,2026,1.094846162
baseline,real_gdp,growth,pct,IT,,,2027,0.906551814
historical,real_gdp,growth,pct,IT,,,2024,0.451792485
adverse,real_gdp,growth,pct,JP,,,2025,-5.437288621
adverse,real_gdp,growth,pct,JP,,,2026,-3.360054338
adverse,real_gdp,growth,pct,JP,,,2027,0.049312088
baseline,real_gdp,growth,pct,JP,,,2025,1.136660206
baseline,real_gdp,growth,pct,JP,,,2026,0.840759323
baseline,real_gdp,growth,pct,JP,,,2027,0.646982377
historical,real_gdp,growth,pct,JP,,,2024,0.321509785
adverse,real_gdp,growth,pct,LA,,,2025,-2.714603202
adverse,real_gdp,growth,pct,LA,,,2026,-0.592508889
adverse,real_gdp,growth,pct,LA,,,2027,0.903075981
baseline,real_gdp,growth,pct,LA,,,2025,2.301197888
baseline,real_gdp,growth,pct,LA,,,2026,2.513726618
baseline,real_gdp,growth,pct,LA,,,2027,2.557487679
historical,real_gdp,growth,pct,LA,,,2024,1.691670012
adverse,real_gdp,growth,pct,LT,,,2025,-0.996898179
adverse,real_gdp,growth,pct,LT,,,2026,-4.378662414
adverse,real_gdp,growth,pct,LT,,,2027,1.124057102
baseline,real_gdp,growth,pct,LT,,,2025,3.108685048
baseline,real_gdp,growth,pct,LT,,,2026,3.144005198
baseline,real_gdp,growth,pct,LT,,,2027,3.022330286
historical,real_gdp,growth,pct,LT,,,2024,2.427369540
adverse,real_gdp,growth,pct,LU,,,2025,-2.161243994
adverse,real_gdp,growth,pct,LU,,,2026,-4.000360554
adverse,real_gdp,growth,pct,LU,,,2027,0.997678942
baseline,real_gdp,growth,pct,LU,,,2025,1.979252853
baseline,real_gdp,growth,pct,LU,,,2026,2.495518349
baseline,real_gdp,growth,pct,LU,,,2027,2.511325764
historical,real_gdp,growth,pct,LU,,,2024,1.315654393
adverse,real_gdp,growth,pct,LV,,,2025,-2.739566506
adverse,real_gdp,growth,pct,LV,,,2026,-3.919285980
adverse,real_gdp,growth,pct,LV,,,2027,0.754607269
baseline,real_gdp,growth,pct,LV,,,2025,2.080402888
baseline,real_gdp,growth,pct,LV,,,2026,2.972860595
baseline,real_gdp,growth,pct,LV,,,2027,3.251947555
historical,real_gdp,growth,pct,LV,,,2024,0.115691938
adverse,real_gdp,growth,pct,MT,,,2025,-1.834253865
adverse,real_gdp,growth,pct,MT,,,2026,-4.664142440
adverse,real_gdp,growth,pct,MT,,,2027,1.612698983
baseline,real_gdp,growth,pct,MT,,,2025,3.857567330
baseline,real_gdp,growth,pct,MT,,,2026,3.640411738
baseline,real_gdp,growth,pct,MT,,,2027,3.357673604
historical,real_gdp,growth,pct,MT,,,2024,4.945384479
adverse,real_gdp,growth,pct,MX,,,2025,-4.693182561
adverse,real_gdp,growth,pct,MX,,,2026,-2.202955714
adverse,real_gdp,growth,pct,MX,,,2027,-0.083394304
baseline,real_gdp,growth,pct,MX,,,2025,1.348044528
baseline,real_gdp,growth,pct,MX,,,2026,1.998356451
baseline,real_gdp,growth,pct,MX,,,2027,2.271931711
historical,real_gdp,growth,pct,MX,,,2024,1.450740413
adverse,real_gdp,growth,pct,NL,,,2025,-1.623745404
adverse,real_gdp,growth,pct,NL,,,2026,-3.951538668
adverse,real_gdp,growth,pct,NL,,,2027,0.000206186
baseline,real_gdp,growth,pct,NL,,,2025,1.526806100
baseline,real_gdp,growth,pct,NL,,,2026,1.454246584
baseline,real_gdp,growth,pct,NL,,,2027,1.205446379
historical,real_gdp,growth,pct,NL,,,2024,0.949041450
adverse,real_gdp,growth,pct,NO,,,2025,-3.037158452
adverse,real_gdp,growth,pct,NO,,,2026,-1.109805267
adverse,real_gdp,growth,pct,NO,,,2027,-0.145745167
baseline,real_gdp,growth,pct,NO,,,2025,1.800000000
baseline,real_gdp,growth,pct,NO,,,2026,0.500000000
baseline,real_gdp,growth,pct,NO,,,2027,0.500000000
historical,real_gdp,growth,pct,NO,,,2024,1.600000000
adverse,real_gdp,growth,pct,PE,,,2025,-3.929473302
adverse,real_gdp,growth,pct,PE,,,2026,-0.584342894
adverse,real_gdp,growth,pct,PE,,,2027,0.881948992
baseline,real_gdp,growth,pct,PE,,,2025,2.621049035
baseline,real_gdp,growth,pct,PE,,,2026,2.322931207
baseline,real_gdp,growth,pct,PE,,,2027,2.310352910
historical,real_gdp,growth,pct,PE,,,2024,2.992000523
adverse,real_gdp,growth,pct,PL,,,2025,-0.804463572
adverse,real_gdp,growth,pct,PL,,,2026,-4.693121019
adverse,real_gdp,growth,pct,PL,,,2027,-0.210510860
baseline,real_gdp,growth,pct,PL,,,2025,3.561652892
baseline,real_gdp,growth,pct,PL,,,2026,3.497015591
baseline,real_gdp,growth,pct,PL,,,2027,2.312758187
historical,real_gdp,growth,pct,PL,,,2024,2.668385649
adverse,real_gdp,growth,pct,PT,,,2025,-1.840865443
adverse,real_gdp,growth,pct,PT,,,2026,-3.833045532
adverse,real_gdp,growth,pct,PT,,,2027,-0.173662358
baseline,real_gdp,growth,pct,PT,,,2025,2.209977974
baseline,real_gdp,growth,pct,PT,,,2026,2.225944371
baseline,real_gdp,growth,pct,PT,,,2027,1.660669505
historical,real_gdp,growth,pct,PT,,,2024,1.675760560
adverse,real_gdp,growth,pct,RO,,,2025,-1.888240451
adverse,real_gdp,growth,pct,RO,,,2026,-4.068665388
adverse,real_gdp,growth,pct,RO,,,2027,0.136593601
baseline,real_gdp,growth,pct,RO,,,2025,2.657862179
baseline,real_gdp,growth,pct,RO,,,2026,3.302579667
baseline,real_gdp,growth,pct,RO,,,2027,3.823749533
historical,real_gdp,growth,pct,RO,,,2024,1.108221775
adverse,real_gdp,growth,pct,RU,,,2025,-8.222325012
adverse,real_gdp,growth,pct,RU,,,2026,-1.038433103
adverse,real_gdp,growth,pct,RU,,,2027,-0.805690380
baseline,real_gdp,growth,pct,RU,,,2025,1.347018226
baseline,real_gdp,growth,pct,RU,,,2026,1.200000000
baseline,real_gdp,growth,pct,RU,,,2027,1.200000000
historical,real_gdp,growth,pct,RU,,,2024,3.625460579
adverse,real_gdp,growth,pct,SE,,,2025,-3.397811830
adverse,real_gdp,growth,pct,SE,,,2026,-5.270904472
adverse,real_gdp,growth,pct,SE,,,2027,0.519083786
baseline,real_gdp,growth,pct,SE,,,2025,2.087054119
baseline,real_gdp,growth,pct,SE,,,2026,2.302027042
baseline,real_gdp,growth,pct,SE,,,2027,1.823029506
historical,real_gdp,growth,pct,SE,,,2024,0.705034583
adverse,real_gdp,growth,pct,SI,,,2025,-1.427568291
adverse,real_gdp,growth,pct,SI,,,2026,-4.210943270
adverse,real_gdp,growth,pct,SI,,,2027,0.622020617
baseline,real_gdp,growth,pct,SI,,,2025,2.249537217
baseline,real_gdp,growth,pct,SI,,,2026,2.750268015
baseline,real_gdp,growth,pct,SI,,,2027,2.350497696
historical,real_gdp,growth,pct,SI,,,2024,1.350951804
adverse,real_gdp,growth,pct,SK,,,2025,-2.930646767
adverse,real_gdp,growth,pct,SK,,,2026,-5.312783414
adverse,real_gdp,growth,pct,SK,,,2027,0.287539908
baseline,real_gdp,growth,pct,SK,,,2025,2.104605533
baseline,real_gdp,growth,pct,SK,,,2026,1.762599198
baseline,real_gdp,growth,pct,SK,,,2027,2.345114694
historical,real_gdp,growth,pct,SK,,,2024,2.118807477
adverse,real_gdp,growth,pct,TR,,,2025,-4.921738962
adverse,real_gdp,growth,pct,TR,,,2026,-2.734218066
adverse,real_gdp,growth,pct,TR,,,2027,0.963704137
baseline,real_gdp,growth,pct,TR,,,2025,2.699506215
baseline,real_gdp,growth,pct,TR,,,2026,3.243519968
baseline,real_gdp,growth,pct,TR,,,2027,3.401697744
historical,real_gdp,growth,pct,TR,,,2024,3.008395851
adverse,real_gdp,growth,pct,US,,,2025,-5.054689359
adverse,real_gdp,growth,pct,US,,,2026,-2.453754283
adverse,real_gdp,growth,pct,US,,,2027,4.280464339
baseline,real_gdp,growth,pct,US,,,2025,2.153260706
baseline,real_gdp,growth,pct,US,,,2026,2.028466345
baseline,real_gdp,growth,pct,US,,,2027,2.119732860
historical,real_gdp,growth,pct,US,,,2024,2.764972207
adverse,real_gdp,growth,pct,WR,,,2025,-3.243163561
adverse,real_gdp,growth,pct,WR,,,2026,-1.470158425
adverse,real_gdp,growth,pct,WR,,,2027,1.524073006
baseline,real_gdp,growth,pct,WR,,,2025,3.855110645
baseline,real_gdp,growth,pct,WR,,,2026,4.205533212
baseline,real_gdp,growth,pct,WR,,,2027,3.905449073
historical,real_gdp,growth,pct,WR,,,2024,2.123790350
adverse,real_gva,growth,pct,AT,,A,2025,-4.257116200
adverse,real_gva,growth,pct,AT,,A,2026,-5.993187283
adverse,real_gva,growth,pct,AT,,A,2027,0.770247956
baseline,real_gva,growth,pct,AT,,A,2025,1.055926000
baseline,real_gva,growth,pct,AT,,A,2026,1.618086302
baseline,real_gva,growth,pct,AT,,A,2027,1.329974855
historical,real_gva,growth,pct,AT,,A,2024,4.196370938
adverse,real_gva,growth,pct,BE,,A,2025,-2.040477235
adverse,real_gva,growth,pct,BE,,A,2026,-6.066670857
adverse,real_gva,growth,pct,BE,,A,2027,-1.347955010
baseline,real_gva,growth,pct,BE,,A,2025,1.298486359
baseline,real_gva,growth,pct,BE,,A,2026,1.493501041
baseline,real_gva,growth,pct,BE,,A,2027,1.365584750
historical,real_gva,growth,pct,BE,,A,2024,8.720015191
adverse,real_gva,growth,pct,BG,,A,2025,-6.111859545
adverse,real_gva,growth,pct,BG,,A,2026,-6.611512377
adverse,real_gva,growth,pct,BG,,A,2027,1.091563389
baseline,real_gva,growth,pct,BG,,A,2025,2.698494094
baseline,real_gva,growth,pct,BG,,A,2026,3.324924561
baseline,real_gva,growth,pct,BG,,A,2027,2.615021164
historical,real_gva,growth,pct,BG,,A,2024,0.928514518
adverse,real_gva,growth,pct,CY,,A,2025,-3.457842521
adverse,real_gva,growth,pct,CY,,A,2026,-7.194513293
adverse,real_gva,growth,pct,CY,,A,2027,-0.460718028
baseline,real_gva,growth,pct,CY,,A,2025,2.585404172
baseline,real_gva,growth,pct,CY,,A,2026,2.660741736
baseline,real_gva,growth,pct,CY,,A,2027,2.583278575
historical,real_gva,growth,pct,CY,,A,2024,0.569752349
adverse,real_gva,growth,pct,CZ,,A,2025,-4.164565880
adverse,real_gva,growth,pct,CZ,,A,2026,-7.087589598
adverse,real_gva,growth,pct,CZ,,A,2027,0.298428298
baseline,real_gva,growth,pct,CZ,,A,2025,2.408300993
baseline,real_gva,growth,pct,CZ,,A,2026,2.423819299
baseline,real_gva,growth,pct,CZ,,A,2027,2.369447425
historical,real_gva,growth,pct,CZ,,A,2024,-0.329106995
adverse,real_gva,growth,pct,DE,,A,2025,-3.799694308
adverse,real_gva,growth,pct,DE,,A,2026,-5.437635636
adverse,real_gva,growth,pct,DE,,A,2027,0.545611569
baseline,real_gva,growth,pct,DE,,A,2025,0.500441466
baseline,real_gva,growth,pct,DE,,A,2026,1.116276848
baseline,real_gva,growth,pct,DE,,A,2027,1.186976399
historical,real_gva,growth,pct,DE,,A,2024,-1.445066139
adverse,real_gva,growth,pct,DK,,A,2025,-4.026971185
adverse,real_gva,growth,pct,DK,,A,2026,-6.026027049
adverse,real_gva,growth,pct,DK,,A,2027,1.624328609
baseline,real_gva,growth,pct,DK,,A,2025,2.702564618
baseline,real_gva,growth,pct,DK,,A,2026,2.078463789
baseline,real_gva,growth,pct,DK,,A,2027,2.032063779
historical,real_gva,growth,pct,DK,,A,2024,1.122809283
adverse,real_gva,growth,pct,EA,,A,2025,-3.129026142
adverse,real_gva,growth,pct,EA,,A,2026,-5.669545064
adverse,real_gva,growth,pct,EA,,A,2027,-0.327861066
baseline,real_gva,growth,pct,EA,,A,2025,1.189894280
baseline,real_gva,growth,pct,EA,,A,2026,1.474721986
baseline,real_gva,growth,pct,EA,,A,2027,1.368315242
historical,real_gva,growth,pct,EA,,A,2024,1.212806582
adverse,real_gva,growth,pct,EE,,A,2025,-6.822098979
adverse,real_gva,growth,pct,EE,,A,2026,-6.495110566
adverse,real_gva,growth,pct,EE,,A,2027,0.319612891
baseline,real_gva,growth,pct,EE,,A,2025,2.200106263
baseline,real_gva,growth,pct,EE,,A,2026,3.406071325
baseline,real_gva,growth,pct,EE,,A,2027,3.442190584
historical,real_gva,growth,pct,EE,,A,2024,36.552382702
adverse,real_gva,growth,pct,ES,,A,2025,-3.876122358
adverse,real_gva,growth,pct,ES,,A,2026,-4.736716786
adverse,real_gva,growth,pct,ES,,A,2027,1.667883039
baseline,real_gva,growth,pct,ES,,A,2025,2.475437892
baseline,real_gva,growth,pct,ES,,A,2026,1.905216040
baseline,real_gva,growth,pct,ES,,A,2027,1.724498265
historical,real_gva,growth,pct,ES,,A,2024,15.008397132
adverse,real_gva,growth,pct,EU,,A,2025,-3.127409087
adverse,real_gva,growth,pct,EU,,A,2026,-5.792715913
adverse,real_gva,growth,pct,EU,,A,2027,-0.257847084
baseline,real_gva,growth,pct,EU,,A,2025,1.444760091
baseline,real_gva,growth,pct,EU,,A,2026,1.701284091
baseline,real_gva,growth,pct,EU,,A,2027,1.545650680
historical,real_gva,growth,pct,EU,,A,2024,1.366957552
adverse,real_gva,growth,pct,FI,,A,2025,-5.644107601
adverse,real_gva,growth,pct,FI,,A,2026,-4.561500261
adverse,real_gva,growth,pct,FI,,A,2027,-1.057010076
baseline,real_gva,growth,pct,FI,,A,2025,0.746458368
baseline,real_gva,growth,pct,FI,,A,2026,1.760200442
baseline,real_gva,growth,pct,FI,,A,2027,1.280604101
historical,real_gva,growth,pct,FI,,A,2024,-2.706748416
adverse,real_gva,growth,pct,FR,,A,2025,-2.378787917
adverse,real_gva,growth,pct,FR,,A,2026,-6.490591277
adverse,real_gva,growth,pct,FR,,A,2027,-1.752916846
baseline,real_gva,growth,pct,FR,,A,2025,0.854411682
baseline,real_gva,growth,pct,FR,,A,2026,1.195250803
baseline,real_gva,growth,pct,FR,,A,2027,1.187937556
historical,real_gva,growth,pct,FR,,A,2024,-3.590869381
adverse,real_gva,growth,pct,GR,,A,2025,-2.840919863
adverse,real_gva,growth,pct,GR,,A,2026,-6.096098366
adverse,real_gva,growth,pct,GR,,A,2027,-1.887556325
baseline,real_gva,growth,pct,GR,,A,2025,2.323323670
baseline,real_gva,growth,pct,GR,,A,2026,2.135369158
baseline,real_gva,growth,pct,GR,,A,2027,1.843814855
historical,real_gva,growth,pct,GR,,A,2024,-3.207651101
adverse,real_gva,growth,pct,HR,,A,2025,-2.283709919
adverse,real_gva,growth,pct,HR,,A,2026,-7.357409377
adverse,real_gva,growth,pct,HR,,A,2027,0.222095919
baseline,real_gva,growth,pct,HR,,A,2025,3.113094401
baseline,real_gva,growth,pct,HR,,A,2026,2.826996321
baseline,real_gva,growth,pct,HR,,A,2027,2.134301758
historical,real_gva,growth,pct,HR,,A,2024,-4.438583368
adverse,real_gva,growth,pct,HU,,A,2025,-1.859652542
adverse,real_gva,growth,pct,HU,,A,2026,-5.946194167
adverse,real_gva,growth,pct,HU,,A,2027,1.685724870
baseline,real_gva,growth,pct,HU,,A,2025,3.850834002
baseline,real_gva,growth,pct,HU,,A,2026,4.655546604
baseline,real_gva,growth,pct,HU,,A,2027,3.704184732
historical,real_gva,growth,pct,HU,,A,2024,-13.360999459
adverse,real_gva,growth,pct,IE,,A,2025,-1.905008692
adverse,real_gva,growth,pct,IE,,A,2026,-5.026581925
adverse,real_gva,growth,pct,IE,,A,2027,0.257730757
baseline,real_gva,growth,pct,IE,,A,2025,3.787041960
baseline,real_gva,growth,pct,IE,,A,2026,4.201433332
baseline,real_gva,growth,pct,IE,,A,2027,3.455077904
historical,real_gva,growth,pct,IE,,A,2024,-5.029194400
adverse,real_gva,growth,pct,IT,,A,2025,-1.858705603
adverse,real_gva,growth,pct,IT,,A,2026,-4.996987421
adverse,real_gva,growth,pct,IT,,A,2027,-1.490198825
baseline,real_gva,growth,pct,IT,,A,2025,0.746545104
baseline,real_gva,growth,pct,IT,,A,2026,1.040442668
baseline,real_gva,growth,pct,IT,,A,2027,0.866037808
historical,real_gva,growth,pct,IT,,A,2024,2.684471275
adverse,real_gva,growth,pct,LT,,A,2025,-1.760804582
adverse,real_gva,growth,pct,LT,,A,2026,-5.345085910
adverse,real_gva,growth,pct,LT,,A,2027,1.085626087
baseline,real_gva,growth,pct,LT,,A,2025,2.846105706
baseline,real_gva,growth,pct,LT,,A,2026,2.880922226
baseline,real_gva,growth,pct,LT,,A,2027,2.762491865
historical,real_gva,growth,pct,LT,,A,2024,3.333837298
adverse,real_gva,growth,pct,LU,,A,2025,-3.882759984
adverse,real_gva,growth,pct,LU,,A,2026,-7.373832374
adverse,real_gva,growth,pct,LU,,A,2027,-0.539007332
baseline,real_gva,growth,pct,LU,,A,2025,2.296090780
baseline,real_gva,growth,pct,LU,,A,2026,2.755896496
baseline,real_gva,growth,pct,LU,,A,2027,2.769254294
historical,real_gva,growth,pct,LU,,A,2024,0.131447833
adverse,real_gva,growth,pct,LV,,A,2025,-4.378356801
adverse,real_gva,growth,pct,LV,,A,2026,-7.002536158
adverse,real_gva,growth,pct,LV,,A,2027,-1.568879161
baseline,real_gva,growth,pct,LV,,A,2025,1.905181866
baseline,real_gva,growth,pct,LV,,A,2026,2.781910267
baseline,real_gva,growth,pct,LV,,A,2027,3.050016968
historical,real_gva,growth,pct,LV,,A,2024,3.119820729
adverse,real_gva,growth,pct,MT,,A,2025,-2.745445273
adverse,real_gva,growth,pct,MT,,A,2026,-5.999286141
adverse,real_gva,growth,pct,MT,,A,2027,1.675624095
baseline,real_gva,growth,pct,MT,,A,2025,3.782364707
baseline,real_gva,growth,pct,MT,,A,2026,3.410167517
baseline,real_gva,growth,pct,MT,,A,2027,3.248980278
historical,real_gva,growth,pct,MT,,A,2024,-37.673817274
adverse,real_gva,growth,pct,NL,,A,2025,-2.845672109
adverse,real_gva,growth,pct,NL,,A,2026,-6.111175322
adverse,real_gva,growth,pct,NL,,A,2027,-1.032673250
baseline,real_gva,growth,pct,NL,,A,2025,1.581098312
baseline,real_gva,growth,pct,NL,,A,2026,1.512313211
baseline,real_gva,growth,pct,NL,,A,2027,1.283705652
historical,real_gva,growth,pct,NL,,A,2024,0.963584992
adverse,real_gva,growth,pct,PL,,A,2025,-1.322232338
adverse,real_gva,growth,pct,PL,,A,2026,-5.987587458
adverse,real_gva,growth,pct,PL,,A,2027,-0.393604224
baseline,real_gva,growth,pct,PL,,A,2025,3.630553898
baseline,real_gva,growth,pct,PL,,A,2026,3.541927227
baseline,real_gva,growth,pct,PL,,A,2027,2.545979095
historical,real_gva,growth,pct,PL,,A,2024,-1.136620587
adverse,real_gva,growth,pct,PT,,A,2025,-2.661970855
adverse,real_gva,growth,pct,PT,,A,2026,-5.217694939
adverse,real_gva,growth,pct,PT,,A,2027,-0.948454976
baseline,real_gva,growth,pct,PT,,A,2025,1.986778594
baseline,real_gva,growth,pct,PT,,A,2026,2.005232842
baseline,real_gva,growth,pct,PT,,A,2027,1.471962771
historical,real_gva,growth,pct,PT,,A,2024,1.078280416
adverse,real_gva,growth,pct,RO,,A,2025,-1.990913203
adverse,real_gva,growth,pct,RO,,A,2026,-4.949778593
adverse,real_gva,growth,pct,RO,,A,2027,-0.621053939
baseline,real_gva,growth,pct,RO,,A,2025,2.630354226
baseline,real_gva,growth,pct,RO,,A,2026,3.307895815
baseline,real_gva,growth,pct,RO,,A,2027,3.827717110
historical,real_gva,growth,pct,RO,,A,2024,10.531793981
adverse,real_gva,growth,pct,SE,,A,2025,-4.430041779
adverse,real_gva,growth,pct,SE,,A,2026,-6.874014811
adverse,real_gva,growth,pct,SE,,A,2027,0.703102854
baseline,real_gva,growth,pct,SE,,A,2025,2.041437070
baseline,real_gva,growth,pct,SE,,A,2026,2.251269373
baseline,real_gva,growth,pct,SE,,A,2027,1.777355426
historical,real_gva,growth,pct,SE,,A,2024,10.086309024
adverse,real_gva,growth,pct,SI,,A,2025,-2.260873860
adverse,real_gva,growth,pct,SI,,A,2026,-6.575151142
adverse,real_gva,growth,pct,SI,,A,2027,-0.474119463
baseline,real_gva,growth,pct,SI,,A,2025,2.246107212
baseline,real_gva,growth,pct,SI,,A,2026,2.710029619
baseline,real_gva,growth,pct,SI,,A,2027,2.339121624
historical,real_gva,growth,pct,SI,,A,2024,3.439382900
adverse,real_gva,growth,pct,SK,,A,2025,-2.699252266
adverse,real_gva,growth,pct,SK,,A,2026,-5.454102369
adverse,real_gva,growth,pct,SK,,A,2027,0.430875256
baseline,real_gva,growth,pct,SK,,A,2025,2.655180194
baseline,real_gva,growth,pct,SK,,A,2026,2.333099914
baseline,real_gva,growth,pct,SK,,A,2027,2.883738242
historical,real_gva,growth,pct,SK,,A,2024,3.062284402
adverse,real_gva,growth,pct,AT,,B,2025,-3.435637587
adverse,real_gva,growth,pct,AT,,B,2026,-4.809207978
adverse,real_gva,growth,pct,AT,,B,2027,0.848797183
baseline,real_gva,growth,pct,AT,,B,2025,1.357473449
baseline,real_gva,growth,pct,AT,,B,2026,1.897814254
baseline,real_gva,growth,pct,AT,,B,2027,1.618982613
historical,real_gva,growth,pct,AT,,B,2024,-0.965641980
adverse,real_gva,growth,pct,BE,,B,2025,-2.026415618
adverse,real_gva,growth,pct,BE,,B,2026,-4.751331232
adverse,real_gva,growth,pct,BE,,B,2027,-1.747292814
baseline,real_gva,growth,pct,BE,,B,2025,1.036993145
baseline,real_gva,growth,pct,BE,,B,2026,1.229886767
baseline,real_gva,growth,pct,BE,,B,2027,1.103598864
historical,real_gva,growth,pct,BE,,B,2024,0.295589662
adverse,real_gva,growth,pct,BG,,B,2025,-4.799513537
adverse,real_gva,growth,pct,BG,,B,2026,-3.867001641
adverse,real_gva,growth,pct,BG,,B,2027,1.581671643
baseline,real_gva,growth,pct,BG,,B,2025,2.666125381
baseline,real_gva,growth,pct,BG,,B,2026,3.240456163
baseline,real_gva,growth,pct,BG,,B,2027,2.596597044
historical,real_gva,growth,pct,BG,,B,2024,-15.022501661
adverse,real_gva,growth,pct,CY,,B,2025,-3.464862149
adverse,real_gva,growth,pct,CY,,B,2026,-2.583267353
adverse,real_gva,growth,pct,CY,,B,2027,0.861796630
baseline,real_gva,growth,pct,CY,,B,2025,2.945570831
baseline,real_gva,growth,pct,CY,,B,2026,3.013225787
baseline,real_gva,growth,pct,CY,,B,2027,2.939662100
historical,real_gva,growth,pct,CY,,B,2024,2.766914508
adverse,real_gva,growth,pct,CZ,,B,2025,-3.640782815
adverse,real_gva,growth,pct,CZ,,B,2026,-5.989095280
adverse,real_gva,growth,pct,CZ,,B,2027,0.099940431
baseline,real_gva,growth,pct,CZ,,B,2025,2.207004337
baseline,real_gva,growth,pct,CZ,,B,2026,2.250155038
baseline,real_gva,growth,pct,CZ,,B,2027,2.191859943
historical,real_gva,growth,pct,CZ,,B,2024,-13.176274617
adverse,real_gva,growth,pct,DE,,B,2025,-5.912888452
adverse,real_gva,growth,pct,DE,,B,2026,-6.518003116
adverse,real_gva,growth,pct,DE,,B,2027,-2.198427991
baseline,real_gva,growth,pct,DE,,B,2025,-0.047251834
baseline,real_gva,growth,pct,DE,,B,2026,0.563213030
baseline,real_gva,growth,pct,DE,,B,2027,0.635629959
historical,real_gva,growth,pct,DE,,B,2024,8.121509010
adverse,real_gva,growth,pct,DK,,B,2025,-4.253112686
adverse,real_gva,growth,pct,DK,,B,2026,-5.504436445
adverse,real_gva,growth,pct,DK,,B,2027,0.104578322
baseline,real_gva,growth,pct,DK,,B,2025,2.191607414
baseline,real_gva,growth,pct,DK,,B,2026,1.443506863
baseline,real_gva,growth,pct,DK,,B,2027,1.378853731
historical,real_gva,growth,pct,DK,,B,2024,4.490039989
adverse,real_gva,growth,pct,EA,,B,2025,-3.737911792
adverse,real_gva,growth,pct,EA,,B,2026,-5.821963064
adverse,real_gva,growth,pct,EA,,B,2027,-1.486571420
baseline,real_gva,growth,pct,EA,,B,2025,1.035339912
baseline,real_gva,growth,pct,EA,,B,2026,1.309621352
baseline,real_gva,growth,pct,EA,,B,2027,1.212448912
historical,real_gva,growth,pct,EA,,B,2024,7.908564790
adverse,real_gva,growth,pct,EE,,B,2025,-5.451064998
adverse,real_gva,growth,pct,EE,,B,2026,-4.809010093
adverse,real_gva,growth,pct,EE,,B,2027,1.401451474
baseline,real_gva,growth,pct,EE,,B,2025,1.716563530
baseline,real_gva,growth,pct,EE,,B,2026,2.913970607
baseline,real_gva,growth,pct,EE,,B,2027,2.961238699
historical,real_gva,growth,pct,EE,,B,2024,-24.623639453
adverse,real_gva,growth,pct,ES,,B,2025,-4.566800429
adverse,real_gva,growth,pct,ES,,B,2026,-6.278784226
adverse,real_gva,growth,pct,ES,,B,2027,1.501593286
baseline,real_gva,growth,pct,ES,,B,2025,2.650254922
baseline,real_gva,growth,pct,ES,,B,2026,2.131447454
baseline,real_gva,growth,pct,ES,,B,2027,1.968883226
historical,real_gva,growth,pct,ES,,B,2024,7.786310251
adverse,real_gva,growth,pct,EU,,B,2025,-3.666761615
adverse,real_gva,growth,pct,EU,,B,2026,-5.872780136
adverse,real_gva,growth,pct,EU,,B,2027,-1.350910012
baseline,real_gva,growth,pct,EU,,B,2025,1.299926272
baseline,real_gva,growth,pct,EU,,B,2026,1.543369821
baseline,real_gva,growth,pct,EU,,B,2027,1.390536504
historical,real_gva,growth,pct,EU,,B,2024,7.240514930
adverse,real_gva,growth,pct,FI,,B,2025,-7.205262068
adverse,real_gva,growth,pct,FI,,B,2026,-5.395686772
adverse,real_gva,growth,pct,FI,,B,2027,-1.813050592
baseline,real_gva,growth,pct,FI,,B,2025,1.155241622
baseline,real_gva,growth,pct,FI,,B,2026,2.167199492
baseline,real_gva,growth,pct,FI,,B,2027,1.696553615
historical,real_gva,growth,pct,FI,,B,2024,-6.420884578
adverse,real_gva,growth,pct,FR,,B,2025,-2.872824208
adverse,real_gva,growth,pct,FR,,B,2026,-6.580587184
adverse,real_gva,growth,pct,FR,,B,2027,-2.525290967
baseline,real_gva,growth,pct,FR,,B,2025,0.560540471
baseline,real_gva,growth,pct,FR,,B,2026,0.892035706
baseline,real_gva,growth,pct,FR,,B,2027,0.884641123
historical,real_gva,growth,pct,FR,,B,2024,14.141179177
adverse,real_gva,growth,pct,GR,,B,2025,-4.949533909
adverse,real_gva,growth,pct,GR,,B,2026,-7.892152786
adverse,real_gva,growth,pct,GR,,B,2027,-4.246863514
baseline,real_gva,growth,pct,GR,,B,2025,2.343785740
baseline,real_gva,growth,pct,GR,,B,2026,2.161564218
baseline,real_gva,growth,pct,GR,,B,2027,1.898848399
historical,real_gva,growth,pct,GR,,B,2024,7.786524809
